CBSA Code,CBSA_title,metro_micro_area,user_est,pop_est,inter_cbsa_connections,outer_county_inter_cbsa_connections,outer_cbsa_connections,total inter_cbsa connections,total connections,coverage est,rescaled total inter_cbsa connections,rescaled outer_cbsa_connections,rescaled total connections,normed pop_est
10180,"Abilene, TX",Metropolitan Statistical Area,89926,178904,28020161.70595482,6581010.43922108,63173473.820810735,34601172.145175904,97774645.96598664,0.502649465635201,0.18463836876593703,0.2898503269839932,0.24120939127026483,0.2351552285500752
10420,"Akron, OH",Metropolitan Statistical Area,371366,699833,150135254.5688685,24629197.456820242,241869218.3923961,174764452.02568874,416633670.41808486,0.5306494549413932,0.8833681685539073,1.051180122059124,0.9735983473189823,0.9198754027963868
10500,"Albany, GA",Metropolitan Statistical Area,77389,151074,40379501.972728394,23102743.019628983,83664329.15294142,63482244.99235737,147146574.14529878,0.512258892992838,0.33239856391132977,0.3766648442220956,0.35619993385117227,0.1985748837252049
10540,"Albany, OR",Metropolitan Statistical Area,68513,131011,15042976.821816001,,39498017.53040266,15042976.821816001,54540994.35221866,0.5229560876567616,0.07715515215880556,0.17418643725239102,0.1293275392678503,0.17220364915023645
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,481195,895503,146273067.86330467,118920125.58377928,271132201.8782775,265193193.44708395,536325395.32536143,0.5373460502086537,1.3237460610778715,1.1636739200280668,1.2376774729913664,1.1770682188898962
10740,"Albuquerque, NM",Metropolitan Statistical Area,469004,922905,145091944.79910126,54055893.922507584,239637244.1983902,199147838.72160885,438785082.919999,0.5081823156229515,1.051120287324074,1.0875244503737251,1.0706943049739002,1.213085991397661
10780,"Alexandria, LA",Metropolitan Statistical Area,77165,151244,48013091.418205984,8704473.4260159,65208129.346108116,56717564.84422188,121925694.19033,0.5102020576022851,0.29817535098810183,0.29475677548637036,0.29633722997109363,0.1987983353464851
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,453766,867198,121968403.21261787,64485080.495353654,266826905.34601718,186453483.7079715,453280389.0539887,0.5232553580612501,0.9557695423144627,1.1760348624719255,1.074203174713221,1.139863523946743
11020,"Altoona, PA",Metropolitan Statistical Area,64952,121369,31598929.09292392,,37064877.734677136,31598929.09292392,68663806.82760106,0.5351613674002422,0.15837403376208542,0.15972837675783244,0.15910224535883372,0.1595299989597442
11100,"Amarillo, TX",Metropolitan Statistical Area,136738,271776,45718863.34171315,32961475.44214437,96722178.01294133,78680338.78385752,175402516.79679886,0.5031275756505358,0.4194541242388672,0.44335560936173585,0.43230562397020295,0.35722816367674975
